Loading binary file ../SGD/code/diabetes_scale
Total loaded examples 768 with feature count 9
Sample dimensions 9
shuffled idx 740
shuffled idx 437
shuffled idx 425
shuffled idx 764
shuffled idx 626
shuffled idx 73
shuffled idx 52
shuffled idx 224
shuffled idx 474
shuffled idx 477
shuffled idx 388
shuffled idx 426
shuffled idx 607
shuffled idx 608
shuffled idx 321
shuffled idx 210
shuffled idx 575
shuffled idx 655
shuffled idx 598
shuffled idx 259
shuffled idx 467
shuffled idx 431
shuffled idx 80
shuffled idx 209
shuffled idx 387
shuffled idx 540
shuffled idx 544
shuffled idx 15
shuffled idx 171
shuffled idx 692
shuffled idx 219
shuffled idx 311
shuffled idx 570
shuffled idx 93
shuffled idx 413
shuffled idx 60
shuffled idx 429
shuffled idx 189
shuffled idx 562
shuffled idx 316
shuffled idx 621
shuffled idx 472
shuffled idx 119
shuffled idx 543
shuffled idx 193
shuffled idx 112
shuffled idx 49
shuffled idx 369
shuffled idx 656
shuffled idx 103
shuffled idx 746
shuffled idx 649
shuffled idx 72
shuffled idx 277
shuffled idx 737
shuffled idx 157
shuffled idx 594
shuffled idx 735
shuffled idx 668
shuffled idx 547
shuffled idx 600
shuffled idx 345
shuffled idx 682
shuffled idx 455
shuffled idx 100
shuffled idx 150
shuffled idx 628
shuffled idx 10
shuffled idx 697
shuffled idx 92
shuffled idx 240
shuffled idx 107
shuffled idx 590
shuffled idx 16
shuffled idx 421
shuffled idx 428
shuffled idx 436
shuffled idx 662
shuffled idx 318
shuffled idx 363
shuffled idx 205
shuffled idx 32
shuffled idx 695
shuffled idx 144
shuffled idx 200
shuffled idx 368
shuffled idx 125
shuffled idx 135
shuffled idx 208
shuffled idx 701
shuffled idx 523
shuffled idx 124
shuffled idx 199
shuffled idx 712
shuffled idx 522
shuffled idx 36
shuffled idx 338
shuffled idx 114
shuffled idx 360
shuffled idx 165
shuffled idx 218
shuffled idx 381
shuffled idx 491
shuffled idx 22
shuffled idx 204
shuffled idx 637
shuffled idx 644
shuffled idx 631
shuffled idx 635
shuffled idx 295
shuffled idx 451
shuffled idx 517
shuffled idx 728
shuffled idx 726
shuffled idx 492
shuffled idx 556
shuffled idx 738
shuffled idx 357
shuffled idx 170
shuffled idx 618
shuffled idx 97
shuffled idx 288
shuffled idx 118
shuffled idx 619
shuffled idx 432
shuffled idx 638
shuffled idx 142
shuffled idx 566
shuffled idx 757
shuffled idx 658
shuffled idx 730
shuffled idx 299
shuffled idx 744
shuffled idx 194
shuffled idx 389
shuffled idx 101
shuffled idx 84
shuffled idx 382
shuffled idx 484
shuffled idx 482
shuffled idx 536
shuffled idx 248
shuffled idx 173
shuffled idx 703
shuffled idx 308
shuffled idx 230
shuffled idx 766
shuffled idx 733
shuffled idx 339
shuffled idx 278
shuffled idx 133
shuffled idx 480
shuffled idx 541
shuffled idx 722
shuffled idx 505
shuffled idx 190
shuffled idx 266
shuffled idx 48
shuffled idx 675
shuffled idx 367
shuffled idx 659
shuffled idx 39
shuffled idx 405
shuffled idx 284
shuffled idx 183
shuffled idx 340
shuffled idx 461
shuffled idx 667
shuffled idx 714
shuffled idx 670
shuffled idx 178
shuffled idx 396
shuffled idx 758
shuffled idx 392
shuffled idx 749
shuffled idx 741
shuffled idx 55
shuffled idx 155
shuffled idx 739
shuffled idx 74
shuffled idx 725
shuffled idx 751
shuffled idx 211
shuffled idx 331
shuffled idx 235
shuffled idx 130
shuffled idx 136
shuffled idx 609
shuffled idx 650
shuffled idx 154
shuffled idx 185
shuffled idx 2
shuffled idx 417
shuffled idx 427
shuffled idx 592
shuffled idx 68
shuffled idx 561
shuffled idx 31
shuffled idx 109
shuffled idx 191
shuffled idx 636
shuffled idx 283
shuffled idx 158
shuffled idx 324
shuffled idx 111
shuffled idx 560
shuffled idx 256
shuffled idx 603
shuffled idx 713
shuffled idx 732
shuffled idx 542
shuffled idx 601
shuffled idx 310
shuffled idx 585
shuffled idx 479
shuffled idx 302
shuffled idx 89
shuffled idx 752
shuffled idx 182
shuffled idx 734
shuffled idx 755
shuffled idx 516
shuffled idx 447
shuffled idx 410
shuffled idx 229
shuffled idx 156
shuffled idx 46
shuffled idx 399
shuffled idx 643
shuffled idx 146
shuffled idx 520
shuffled idx 303
shuffled idx 314
shuffled idx 3
shuffled idx 507
shuffled idx 353
shuffled idx 616
shuffled idx 595
shuffled idx 26
shuffled idx 54
shuffled idx 220
shuffled idx 673
shuffled idx 665
shuffled idx 521
shuffled idx 329
shuffled idx 720
shuffled idx 500
shuffled idx 756
shuffled idx 273
shuffled idx 414
shuffled idx 464
shuffled idx 606
shuffled idx 172
shuffled idx 383
shuffled idx 169
shuffled idx 69
shuffled idx 349
shuffled idx 514
shuffled idx 705
shuffled idx 736
shuffled idx 496
shuffled idx 67
shuffled idx 328
shuffled idx 305
shuffled idx 647
shuffled idx 765
shuffled idx 166
shuffled idx 648
shuffled idx 149
epoch: 19 wall_clock: 0.05718 train_time: 0.04300 test_time: 0.00003 epoch_time: 0.00199 train_rmse: 0.87919
shuffled idx 130
shuffled idx 704
shuffled idx 425
shuffled idx 260
shuffled idx 26
shuffled idx 77
shuffled idx 304
shuffled idx 237
shuffled idx 38
shuffled idx 584
shuffled idx 551
shuffled idx 187
shuffled idx 411
shuffled idx 45
shuffled idx 470
shuffled idx 122
shuffled idx 220
shuffled idx 400
shuffled idx 113
shuffled idx 270
shuffled idx 480
shuffled idx 339
shuffled idx 81
shuffled idx 526
shuffled idx 314
shuffled idx 540
shuffled idx 173
shuffled idx 758
shuffled idx 727
shuffled idx 505
shuffled idx 352
shuffled idx 757
shuffled idx 661
shuffled idx 253
shuffled idx 408
shuffled idx 275
shuffled idx 131
shuffled idx 598
shuffled idx 114
shuffled idx 492
shuffled idx 752
shuffled idx 278
shuffled idx 84
shuffled idx 647
shuffled idx 611
shuffled idx 488
shuffled idx 749
shuffled idx 154
shuffled idx 344
shuffled idx 266
shuffled idx 436
shuffled idx 164
shuffled idx 13
shuffled idx 317
shuffled idx 192
shuffled idx 691
shuffled idx 16
shuffled idx 129
shuffled idx 764
shuffled idx 200
shuffled idx 67
shuffled idx 98
shuffled idx 713
shuffled idx 240
shuffled idx 475
shuffled idx 701
shuffled idx 104
shuffled idx 321
shuffled idx 767
shuffled idx 534
shuffled idx 31
shuffled idx 309
shuffled idx 477
shuffled idx 689
shuffled idx 733
shuffled idx 20
shuffled idx 213
shuffled idx 54
shuffled idx 268
shuffled idx 188
shuffled idx 675
shuffled idx 450
shuffled idx 158
shuffled idx 308
shuffled idx 460
shuffled idx 668
shuffled idx 236
shuffled idx 719
shuffled idx 657
shuffled idx 341
shuffled idx 245
shuffled idx 204
shuffled idx 210
shuffled idx 359
shuffled idx 286
shuffled idx 472
shuffled idx 489
shuffled idx 70
shuffled idx 137
shuffled idx 356
shuffled idx 163
shuffled idx 579
shuffled idx 347
shuffled idx 466
shuffled idx 238
shuffled idx 486
shuffled idx 544
shuffled idx 653
shuffled idx 442
shuffled idx 708
shuffled idx 303
shuffled idx 678
shuffled idx 170
shuffled idx 694
shuffled idx 495
shuffled idx 362
shuffled idx 624
shuffled idx 535
shuffled idx 233
shuffled idx 732
shuffled idx 165
shuffled idx 4
shuffled idx 145
shuffled idx 582
shuffled idx 161
shuffled idx 663
shuffled idx 577
shuffled idx 709
shuffled idx 685
shuffled idx 421
shuffled idx 60
shuffled idx 171
shuffled idx 141
shuffled idx 186
shuffled idx 369
shuffled idx 207
shuffled idx 414
shuffled idx 37
shuffled idx 227
shuffled idx 613
shuffled idx 105
shuffled idx 632
shuffled idx 723
shuffled idx 146
shuffled idx 211
shuffled idx 178
shuffled idx 640
shuffled idx 396
shuffled idx 10
shuffled idx 394
shuffled idx 83
shuffled idx 471
shuffled idx 97
shuffled idx 257
shuffled idx 699
shuffled idx 313
shuffled idx 587
shuffled idx 608
shuffled idx 448
shuffled idx 403
shuffled idx 177
shuffled idx 306
shuffled idx 554
shuffled idx 750
shuffled idx 340
shuffled idx 537
shuffled idx 542
shuffled idx 19
shuffled idx 299
shuffled idx 27
shuffled idx 399
shuffled idx 707
shuffled idx 680
shuffled idx 315
shuffled idx 366
shuffled idx 335
shuffled idx 702
shuffled idx 118
shuffled idx 652
shuffled idx 391
shuffled idx 140
shuffled idx 491
shuffled idx 552
shuffled idx 695
shuffled idx 644
shuffled idx 726
shuffled idx 600
shuffled idx 481
shuffled idx 29
shuffled idx 669
shuffled idx 290
shuffled idx 682
shuffled idx 262
shuffled idx 249
shuffled idx 151
shuffled idx 457
shuffled idx 311
shuffled idx 51
shuffled idx 766
shuffled idx 724
shuffled idx 673
shuffled idx 424
shuffled idx 748
shuffled idx 133
shuffled idx 483
shuffled idx 12
shuffled idx 93
shuffled idx 656
shuffled idx 95
shuffled idx 193
shuffled idx 349
shuffled idx 246
shuffled idx 255
shuffled idx 75
shuffled idx 351
shuffled idx 150
shuffled idx 447
shuffled idx 284
shuffled idx 536
shuffled idx 412
shuffled idx 44
shuffled idx 274
shuffled idx 57
shuffled idx 279
shuffled idx 762
shuffled idx 438
shuffled idx 3
shuffled idx 759
shuffled idx 138
shuffled idx 655
shuffled idx 265
shuffled idx 331
shuffled idx 61
shuffled idx 455
shuffled idx 182
shuffled idx 382
shuffled idx 219
shuffled idx 614
shuffled idx 319
shuffled idx 168
shuffled idx 209
shuffled idx 739
shuffled idx 612
shuffled idx 65
shuffled idx 358
shuffled idx 302
shuffled idx 409
shuffled idx 725
shuffled idx 55
shuffled idx 46
shuffled idx 422
shuffled idx 71
shuffled idx 538
shuffled idx 361
shuffled idx 94
shuffled idx 372
shuffled idx 714
shuffled idx 89
shuffled idx 440
shuffled idx 307
shuffled idx 87
shuffled idx 28
shuffled idx 34
shuffled idx 730
shuffled idx 333
shuffled idx 64
shuffled idx 590
shuffled idx 276
shuffled idx 419
shuffled idx 563
shuffled idx 181
shuffled idx 329
shuffled idx 651
shuffled idx 36
shuffled idx 82
shuffled idx 601
shuffled idx 628
shuffled idx 23
shuffled idx 410
shuffled idx 515
shuffled idx 516
shuffled idx 465
shuffled idx 169
shuffled idx 291
shuffled idx 566
shuffled idx 722
shuffled idx 634
shuffled idx 395
shuffled idx 312
shuffled idx 294
shuffled idx 429
shuffled idx 175
shuffled idx 575
shuffled idx 572
shuffled idx 474
shuffled idx 218
shuffled idx 712
shuffled idx 451
shuffled idx 334
shuffled idx 197
shuffled idx 697
shuffled idx 420
shuffled idx 69
shuffled idx 426
shuffled idx 223
shuffled idx 531
shuffled idx 301
shuffled idx 117
shuffled idx 529
shuffled idx 224
shuffled idx 745
shuffled idx 497
shuffled idx 281
shuffled idx 176
shuffled idx 191
shuffled idx 623
shuffled idx 162
shuffled idx 607
shuffled idx 553
shuffled idx 231
shuffled idx 305
shuffled idx 728
shuffled idx 206
shuffled idx 662
shuffled idx 387
shuffled idx 619
shuffled idx 671
shuffled idx 283
shuffled idx 389
shuffled idx 498
shuffled idx 514
shuffled idx 476
shuffled idx 272
shuffled idx 324
shuffled idx 641
shuffled idx 40
shuffled idx 370
shuffled idx 602
shuffled idx 205
shuffled idx 174
shuffled idx 68
shuffled idx 473
shuffled idx 128
shuffled idx 385
shuffled idx 135
shuffled idx 143
shuffled idx 58
shuffled idx 298
shuffled idx 289
shuffled idx 371
shuffled idx 297
shuffled idx 35
shuffled idx 258
shuffled idx 24
shuffled idx 734
shuffled idx 120
shuffled idx 520
shuffled idx 688
shuffled idx 677
shuffled idx 469
shuffled idx 132
shuffled idx 546
shuffled idx 555
shuffled idx 405
shuffled idx 413
shuffled idx 747
shuffled idx 285
shuffled idx 30
shuffled idx 127
shuffled idx 530
shuffled idx 452
shuffled idx 710
shuffled idx 397
shuffled idx 532
shuffled idx 706
shuffled idx 543
shuffled idx 185
shuffled idx 506
shuffled idx 76
shuffled idx 226
shuffled idx 605
shuffled idx 578
shuffled idx 561
shuffled idx 494
shuffled idx 153
shuffled idx 510
shuffled idx 189
shuffled idx 39
shuffled idx 666
shuffled idx 635
shuffled idx 570
shuffled idx 107
shuffled idx 606
shuffled idx 292
shuffled idx 202
shuffled idx 449
shuffled idx 11
shuffled idx 754
shuffled idx 617
shuffled idx 659
shuffled idx 343
shuffled idx 86
shuffled idx 559
shuffled idx 502
shuffled idx 325
shuffled idx 456
shuffled idx 232
shuffled idx 630
shuffled idx 139
shuffled idx 517
shuffled idx 696
shuffled idx 156
shuffled idx 196
shuffled idx 591
shuffled idx 684
shuffled idx 332
shuffled idx 738
shuffled idx 580
shuffled idx 503
shuffled idx 443
shuffled idx 427
shuffled idx 287
shuffled idx 282
shuffled idx 194
shuffled idx 17
shuffled idx 487
shuffled idx 374
shuffled idx 180
shuffled idx 167
shuffled idx 660
shuffled idx 152
shuffled idx 225
shuffled idx 43
shuffled idx 115
shuffled idx 439
shuffled idx 79
shuffled idx 47
shuffled idx 500
shuffled idx 690
shuffled idx 388
shuffled idx 569
shuffled idx 91
shuffled idx 15
shuffled idx 557
shuffled idx 735
shuffled idx 664
shuffled idx 521
shuffled idx 589
shuffled idx 261
shuffled idx 711
shuffled idx 0
shuffled idx 751
shuffled idx 375
shuffled idx 244
shuffled idx 184
shuffled idx 251
shuffled idx 386
shuffled idx 599
shuffled idx 136
shuffled idx 583
shuffled idx 586
shuffled idx 48
shuffled idx 212
shuffled idx 78
shuffled idx 523
shuffled idx 519
shuffled idx 243
shuffled idx 74
shuffled idx 765
shuffled idx 461
shuffled idx 468
shuffled idx 49
shuffled idx 126
shuffled idx 650
shuffled idx 367
shuffled idx 295
shuffled idx 323
shuffled idx 252
shuffled idx 380
shuffled idx 715
shuffled idx 459
shuffled idx 228
shuffled idx 522
shuffled idx 482
shuffled idx 342
shuffled idx 556
shuffled idx 441
shuffled idx 63
shuffled idx 731
shuffled idx 755
shuffled idx 741
shuffled idx 56
shuffled idx 80
shuffled idx 296
shuffled idx 254
shuffled idx 103
shuffled idx 533
shuffled idx 8
shuffled idx 195
shuffled idx 518
shuffled idx 629
shuffled idx 565
shuffled idx 390
shuffled idx 330
shuffled idx 404
shuffled idx 147
shuffled idx 418
shuffled idx 597
shuffled idx 355
shuffled idx 90
shuffled idx 318
shuffled idx 740
shuffled idx 639
shuffled idx 354
shuffled idx 166
shuffled idx 288
shuffled idx 604
shuffled idx 499
shuffled idx 62
shuffled idx 616
shuffled idx 674
shuffled idx 558
shuffled idx 645
shuffled idx 454
shuffled idx 66
shuffled idx 215
shuffled idx 490
shuffled idx 562
shuffled idx 148
shuffled idx 434
shuffled idx 571
shuffled idx 241
shuffled idx 507
shuffled idx 398
shuffled idx 512
shuffled idx 92
shuffled idx 585
shuffled idx 125
shuffled idx 402
shuffled idx 648
shuffled idx 485
shuffled idx 743
shuffled idx 198
shuffled idx 346
shuffled idx 638
shuffled idx 576
shuffled idx 116
shuffled idx 9
shuffled idx 269
shuffled idx 327
shuffled idx 183
shuffled idx 501
shuffled idx 643
shuffled idx 100
shuffled idx 417
shuffled idx 746
shuffled idx 550
shuffled idx 756
shuffled idx 247
shuffled idx 14
shuffled idx 22
shuffled idx 432
shuffled idx 625
shuffled idx 157
shuffled idx 637
shuffled idx 435
shuffled idx 718
shuffled idx 99
shuffled idx 155
shuffled idx 353
shuffled idx 478
shuffled idx 547
shuffled idx 687
shuffled idx 631
shuffled idx 615
shuffled idx 52
shuffled idx 620
shuffled idx 203
shuffled idx 493
shuffled idx 445
shuffled idx 7
shuffled idx 229
shuffled idx 428
shuffled idx 364
shuffled idx 574
shuffled idx 144
shuffled idx 463
shuffled idx 692
shuffled idx 737
shuffled idx 618
shuffled idx 123
shuffled idx 111
shuffled idx 101
shuffled idx 568
shuffled idx 378
shuffled idx 337
shuffled idx 670
shuffled idx 160
shuffled idx 464
shuffled idx 199
shuffled idx 273
shuffled idx 595
shuffled idx 720
shuffled idx 383
shuffled idx 235
shuffled idx 649
shuffled idx 256
shuffled idx 381
shuffled idx 72
shuffled idx 703
shuffled idx 242
shuffled idx 513
shuffled idx 593
shuffled idx 350
shuffled idx 686
shuffled idx 21
shuffled idx 717
shuffled idx 368
shuffled idx 594
shuffled idx 415
shuffled idx 633
shuffled idx 761
shuffled idx 328
shuffled idx 626
shuffled idx 654
shuffled idx 698
shuffled idx 293
shuffled idx 528
shuffled idx 742
shuffled idx 693
shuffled idx 102
shuffled idx 259
shuffled idx 736
shuffled idx 221
shuffled idx 377
shuffled idx 430
shuffled idx 700
shuffled idx 96
shuffled idx 110
shuffled idx 392
shuffled idx 446
shuffled idx 610
shuffled idx 444
shuffled idx 508
shuffled idx 667
shuffled idx 53
shuffled idx 665
shuffled idx 336
shuffled idx 179
shuffled idx 208
shuffled idx 406
shuffled idx 621
shuffled idx 564
shuffled idx 431
shuffled idx 705
shuffled idx 627
shuffled idx 149
shuffled idx 721
shuffled idx 322
shuffled idx 239
shuffled idx 681
shuffled idx 636
shuffled idx 527
shuffled idx 134
shuffled idx 88
shuffled idx 479
shuffled idx 646
shuffled idx 159
shuffled idx 316
shuffled idx 201
shuffled idx 121
shuffled idx 453
shuffled idx 41
shuffled idx 50
shuffled idx 423
shuffled idx 33
shuffled idx 264
shuffled idx 560
shuffled idx 190
shuffled idx 416
shuffled idx 248
shuffled idx 1
shuffled idx 763
shuffled idx 2
shuffled idx 642
shuffled idx 112
shuffled idx 683
shuffled idx 234
shuffled idx 393
shuffled idx 25
shuffled idx 679
shuffled idx 753
shuffled idx 5
shuffled idx 609
shuffled idx 573
shuffled idx 18
shuffled idx 541
shuffled idx 85
shuffled idx 548
shuffled idx 496
shuffled idx 250
shuffled idx 280
shuffled idx 744
shuffled idx 592
shuffled idx 401
shuffled idx 524
shuffled idx 42
shuffled idx 32
shuffled idx 216
shuffled idx 73
shuffled idx 106
shuffled idx 484
shuffled idx 676
shuffled idx 760
shuffled idx 672
shuffled idx 567
shuffled idx 271
shuffled idx 549
shuffled idx 509
shuffled idx 373
shuffled idx 467
shuffled idx 320
shuffled idx 384
shuffled idx 214
shuffled idx 263
shuffled idx 124
shuffled idx 310
shuffled idx 545
shuffled idx 525
shuffled idx 716
shuffled idx 658
shuffled idx 119
shuffled idx 539
shuffled idx 109
shuffled idx 348
shuffled idx 511
shuffled idx 222
shuffled idx 338
shuffled idx 277
shuffled idx 462
shuffled idx 230
shuffled idx 581
shuffled idx 376
shuffled idx 603
shuffled idx 365
shuffled idx 622
shuffled idx 588
shuffled idx 596
shuffled idx 363
shuffled idx 729
shuffled idx 217
shuffled idx 458
shuffled idx 379
shuffled idx 433
shuffled idx 360
shuffled idx 357
shuffled idx 326
shuffled idx 267
shuffled idx 142
shuffled idx 300
shuffled idx 504
shuffled idx 345
shuffled idx 437
shuffled idx 6
shuffled idx 59
shuffled idx 407
shuffled idx 108
shuffled idx 172
epoch: 20 wall_clock: 0.05927 train_time: 0.04502 test_time: 0.00003 epoch_time: 0.00202 train_rmse: 0.87271
shuffled idx 612
shuffled idx 561
shuffled idx 466
shuffled idx 763
shuffled idx 304
shuffled idx 605
shuffled idx 551
shuffled idx 26
shuffled idx 514
shuffled idx 701
shuffled idx 39
shuffled idx 704
shuffled idx 130
shuffled idx 305
shuffled idx 257
shuffled idx 538
shuffled idx 214
shuffled idx 336
shuffled idx 134
shuffled idx 501
shuffled idx 91
shuffled idx 12
shuffled idx 215
shuffled idx 327
shuffled idx 176
shuffled idx 402
shuffled idx 418
shuffled idx 275
shuffled idx 64
shuffled idx 527
shuffled idx 439
shuffled idx 557
shuffled idx 708
shuffled idx 183
shuffled idx 2
shuffled idx 444
shuffled idx 138
shuffled idx 108
shuffled idx 490
shuffled idx 510
shuffled idx 255
shuffled idx 343
shuffled idx 216
shuffled idx 465
shuffled idx 93
shuffled idx 16
shuffled idx 565
shuffled idx 77
shuffled idx 34
shuffled idx 442
shuffled idx 177
shuffled idx 387
shuffled idx 518
shuffled idx 399
shuffled idx 400
shuffled idx 112
shuffled idx 68
shuffled idx 252
shuffled idx 357
shuffled idx 495
shuffled idx 553
shuffled idx 390
shuffled idx 119
shuffled idx 155
shuffled idx 436
shuffled idx 66
shuffled idx 195
shuffled idx 530
shuffled idx 288
shuffled idx 486
shuffled idx 473
shuffled idx 5
shuffled idx 63
shuffled idx 591
shuffled idx 97
shuffled idx 403
shuffled idx 693
shuffled idx 345
shuffled idx 449
shuffled idx 342
shuffled idx 181
shuffled idx 562
shuffled idx 238
shuffled idx 359
shuffled idx 32
shuffled idx 44
shuffled idx 699
shuffled idx 740
shuffled idx 542
shuffled idx 258
shuffled idx 117
shuffled idx 27
shuffled idx 208
shuffled idx 546
shuffled idx 10
shuffled idx 752
shuffled idx 386
shuffled idx 630
shuffled idx 320
shuffled idx 589
shuffled idx 423
shuffled idx 679
shuffled idx 674
shuffled idx 144
shuffled idx 116
shuffled idx 312
shuffled idx 162
shuffled idx 536
shuffled idx 286
shuffled idx 732
shuffled idx 210
shuffled idx 555
shuffled idx 370
shuffled idx 597
shuffled idx 689
shuffled idx 164
shuffled idx 270
shuffled idx 103
shuffled idx 129
shuffled idx 346
shuffled idx 335
shuffled idx 624
shuffled idx 0
shuffled idx 171
shuffled idx 175
shuffled idx 552
shuffled idx 584
shuffled idx 318
shuffled idx 702
shuffled idx 293
shuffled idx 558
shuffled idx 358
shuffled idx 146
shuffled idx 306
shuffled idx 49
shuffled idx 743
shuffled idx 671
shuffled idx 249
shuffled idx 363
shuffled idx 548
shuffled idx 165
shuffled idx 161
shuffled idx 576
shuffled idx 145
shuffled idx 274
shuffled idx 170
shuffled idx 74
shuffled idx 263
shuffled idx 598
shuffled idx 123
shuffled idx 374
shuffled idx 205
shuffled idx 424
shuffled idx 713
shuffled idx 380
shuffled idx 566
shuffled idx 98
shuffled idx 118
shuffled idx 361
shuffled idx 673
shuffled idx 749
shuffled idx 459
shuffled idx 655
shuffled idx 377
shuffled idx 107
shuffled idx 574
shuffled idx 452
shuffled idx 234
shuffled idx 391
shuffled idx 153
shuffled idx 592
shuffled idx 113
shuffled idx 385
shuffled idx 570
shuffled idx 464
shuffled idx 172
shuffled idx 520
shuffled idx 139
shuffled idx 651
shuffled idx 379
shuffled idx 89
shuffled idx 298
shuffled idx 764
shuffled idx 228
shuffled idx 261
shuffled idx 448
shuffled idx 517
shuffled idx 251
shuffled idx 271
shuffled idx 47
shuffled idx 741
shuffled idx 277
shuffled idx 739
shuffled idx 229
shuffled idx 445
shuffled idx 330
shuffled idx 85
shuffled idx 94
shuffled idx 432
shuffled idx 627
shuffled idx 245
shuffled idx 706
shuffled idx 355
shuffled idx 480
shuffled idx 746
shuffled idx 222
shuffled idx 321
shuffled idx 606
shuffled idx 416
shuffled idx 204
shuffled idx 474
shuffled idx 395
shuffled idx 549
shuffled idx 152
shuffled idx 319
shuffled idx 435
shuffled idx 297
shuffled idx 545
shuffled idx 568
shuffled idx 409
shuffled idx 471
shuffled idx 715
shuffled idx 62
shuffled idx 120
shuffled idx 498
shuffled idx 324
shuffled idx 617
shuffled idx 738
shuffled idx 519
shuffled idx 272
shuffled idx 51
shuffled idx 762
shuffled idx 499
shuffled idx 476
shuffled idx 415
shuffled idx 539
shuffled idx 601
shuffled idx 1
shuffled idx 223
shuffled idx 159
shuffled idx 36
shuffled idx 607
shuffled idx 531
shuffled idx 302
shuffled idx 488
shuffled idx 244
shuffled idx 185
shuffled idx 500
shuffled idx 163
shuffled idx 301
shuffled idx 15
shuffled idx 157
shuffled idx 69
shuffled idx 322
shuffled idx 317
shuffled idx 513
shuffled idx 372
shuffled idx 143
shuffled idx 725
shuffled idx 265
shuffled idx 687
shuffled idx 316
shuffled idx 397
shuffled idx 262
shuffled idx 412
shuffled idx 668
shuffled idx 537
shuffled idx 333
shuffled idx 99
shuffled idx 160
shuffled idx 600
shuffled idx 200
shuffled idx 53
shuffled idx 411
shuffled idx 61
shuffled idx 179
shuffled idx 497
shuffled idx 529
shuffled idx 169
shuffled idx 571
shuffled idx 128
shuffled idx 9
shuffled idx 724
shuffled idx 224
shuffled idx 420
shuffled idx 663
shuffled idx 475
shuffled idx 657
shuffled idx 515
shuffled idx 595
shuffled idx 727
shuffled idx 654
shuffled idx 65
shuffled idx 460
shuffled idx 394
shuffled idx 580
shuffled idx 237
shuffled idx 349
shuffled idx 334
shuffled idx 240
shuffled idx 250
shuffled idx 371
shuffled idx 212
shuffled idx 314
shuffled idx 544
shuffled idx 311
shuffled idx 124
shuffled idx 326
shuffled idx 446
shuffled idx 733
shuffled idx 354
shuffled idx 300
shuffled idx 596
shuffled idx 284
shuffled idx 383
shuffled idx 86
shuffled idx 147
shuffled idx 767
shuffled idx 719
shuffled idx 710
shuffled idx 508
shuffled idx 634
shuffled idx 337
shuffled idx 447
shuffled idx 744
shuffled idx 347
shuffled idx 765
shuffled idx 453
shuffled idx 266
shuffled idx 382
shuffled idx 203
shuffled idx 338
shuffled idx 484
shuffled idx 82
shuffled idx 178
shuffled idx 414
shuffled idx 328
shuffled idx 748
shuffled idx 283
shuffled idx 686
shuffled idx 206
shuffled idx 535
shuffled idx 199
shuffled idx 31
shuffled idx 351
shuffled idx 603
shuffled idx 766
shuffled idx 201
shuffled idx 705
shuffled idx 111
shuffled idx 609
shuffled idx 348
shuffled idx 373
shuffled idx 21
shuffled idx 30
shuffled idx 276
shuffled idx 22
shuffled idx 40
shuffled idx 353
shuffled idx 57
shuffled idx 703
shuffled idx 698
shuffled idx 378
shuffled idx 352
shuffled idx 664
shuffled idx 122
shuffled idx 635
shuffled idx 697
shuffled idx 235
shuffled idx 656
shuffled idx 419
shuffled idx 367
shuffled idx 315
shuffled idx 426
shuffled idx 575
shuffled idx 507
shuffled idx 755
shuffled idx 106
shuffled idx 71
shuffled idx 608
shuffled idx 149
shuffled idx 534
shuffled idx 279
shuffled idx 79
shuffled idx 742
shuffled idx 563
shuffled idx 759
shuffled idx 692
shuffled idx 613
shuffled idx 642
shuffled idx 247
shuffled idx 620
shuffled idx 694
shuffled idx 615
shuffled idx 658
shuffled idx 523
shuffled idx 512
shuffled idx 360
shuffled idx 260
shuffled idx 369
shuffled idx 269
shuffled idx 437
shuffled idx 151
shuffled idx 133
shuffled idx 443
shuffled idx 231
shuffled idx 647
shuffled idx 267
shuffled idx 70
shuffled idx 109
shuffled idx 638
shuffled idx 365
shuffled idx 50
shuffled idx 142
shuffled idx 417
shuffled idx 709
shuffled idx 714
shuffled idx 726
shuffled idx 487
shuffled idx 202
shuffled idx 368
shuffled idx 104
shuffled idx 494
shuffled idx 716
shuffled idx 33
shuffled idx 516
shuffled idx 493
shuffled idx 680
shuffled idx 384
shuffled idx 578
shuffled idx 253
shuffled idx 72
shuffled idx 392
shuffled idx 522
shuffled idx 737
shuffled idx 219
shuffled idx 281
shuffled idx 166
shuffled idx 56
shuffled idx 758
shuffled idx 690
shuffled idx 433
shuffled idx 362
shuffled idx 6
shuffled idx 188
shuffled idx 60
shuffled idx 747
shuffled idx 220
shuffled idx 180
shuffled idx 376
shuffled idx 404
shuffled idx 131
shuffled idx 296
shuffled idx 691
shuffled idx 282
shuffled idx 243
shuffled idx 667
shuffled idx 440
shuffled idx 675
shuffled idx 48
shuffled idx 239
shuffled idx 639
shuffled idx 242
shuffled idx 406
shuffled idx 731
shuffled idx 393
shuffled idx 25
shuffled idx 707
shuffled idx 422
shuffled idx 623
shuffled idx 307
shuffled idx 425
shuffled idx 581
shuffled idx 198
shuffled idx 366
shuffled idx 677
shuffled idx 43
shuffled idx 190
shuffled idx 11
shuffled idx 621
shuffled idx 505
shuffled idx 504
shuffled idx 547
shuffled idx 38
shuffled idx 232
shuffled idx 457
shuffled idx 532
shuffled idx 482
shuffled idx 246
shuffled idx 644
shuffled idx 303
shuffled idx 218
shuffled idx 604
shuffled idx 127
shuffled idx 291
shuffled idx 735
shuffled idx 509
shuffled idx 7
shuffled idx 173
